0	1.98255e+000	1.98255e+000	-1.98255e+000	-1.98255e+000	-1.98255e+000	-1.98255e+000	1.98255e+000	1.98255e+000	
1	1.96509e+000	1.96509e+000	-1.96509e+000	-1.96509e+000	-1.96509e+000	-1.96509e+000	1.96509e+000	1.96509e+000	
2	1.94764e+000	1.94764e+000	-1.94764e+000	-1.94764e+000	-1.94764e+000	-1.94764e+000	1.94764e+000	1.94764e+000	
3	1.96509e+000	1.96509e+000	-1.96509e+000	-1.96509e+000	-1.96509e+000	-1.96509e+000	1.96509e+000	1.96509e+000	
4	1.98255e+000	1.98255e+000	-1.98255e+000	-1.98255e+000	-1.98255e+000	-1.98255e+000	1.98255e+000	1.98255e+000	
5	2.00000e+000	2.00000e+000	-2.00000e+000	-2.00000e+000	-2.00000e+000	-2.00000e+000	2.00000e+000	2.00000e+000	
6	2.01745e+000	2.01745e+000	-2.01745e+000	-2.01745e+000	-2.01745e+000	-2.01745e+000	2.01745e+000	2.01745e+000	
7	2.03491e+000	2.03491e+000	-2.03491e+000	-2.03491e+000	-2.03491e+000	-2.03491e+000	2.03491e+000	2.03491e+000	
8	2.05236e+000	2.05236e+000	-2.05236e+000	-2.05236e+000	-2.05236e+000	-2.05236e+000	2.05236e+000	2.05236e+000	
9	2.06981e+000	2.06981e+000	-2.06981e+000	-2.06981e+000	-2.06981e+000	-2.06981e+000	2.06981e+000	2.06981e+000	
10	2.08727e+000	2.08727e+000	-2.08727e+000	-2.08727e+000	-2.08727e+000	-2.08727e+000	2.08727e+000	2.08727e+000	
11	2.10472e+000	2.10472e+000	-2.10472e+000	-2.10472e+000	-2.10472e+000	-2.10472e+000	2.10472e+000	2.10472e+000	
12	2.12217e+000	2.12217e+000	-2.12217e+000	-2.12217e+000	-2.12217e+000	-2.12217e+000	2.12217e+000	2.12217e+000	
13	2.13963e+000	2.13963e+000	-2.13963e+000	-2.13963e+000	-2.13963e+000	-2.13963e+000	2.13963e+000	2.13963e+000	
14	2.15708e+000	2.15708e+000	-2.15708e+000	-2.15708e+000	-2.15708e+000	-2.15708e+000	2.15708e+000	2.15708e+000	
15	2.17453e+000	2.17453e+000	-2.17453e+000	-2.17453e+000	-2.17453e+000	-2.17453e+000	2.17453e+000	2.17453e+000	
