0	2.80000e+001	3.80000e+001	2.20000e+001	3.12742e+001	1.80000e+001	1.00000e+001	2.10000e+001	2.80000e+001	
1	2.60000e+001	3.60000e+001	2.40000e+001	3.32742e+001	2.00000e+001	1.20000e+001	1.90000e+001	2.60000e+001	
2	2.40000e+001	3.40000e+001	2.20000e+001	3.12742e+001	1.80000e+001	1.00000e+001	1.70000e+001	2.40000e+001	
3	2.60000e+001	3.60000e+001	2.40000e+001	3.32742e+001	2.00000e+001	1.00000e+001	1.90000e+001	2.60000e+001	
4	2.80000e+001	3.80000e+001	2.60000e+001	3.52742e+001	2.20000e+001	1.18919e+001	2.10000e+001	2.80000e+001	
5	3.00000e+001	4.00000e+001	2.80000e+001	3.72742e+001	2.40000e+001	1.38919e+001	2.30000e+001	3.00000e+001	
6	3.20000e+001	4.20000e+001	3.00000e+001	3.92742e+001	2.60000e+001	1.58919e+001	2.50000e+001	3.20000e+001	
7	3.40000e+001	4.40000e+001	3.20000e+001	4.12742e+001	2.80000e+001	1.78919e+001	2.70000e+001	3.40000e+001	
8	3.60000e+001	4.60000e+001	3.40000e+001	4.32742e+001	3.00000e+001	1.98919e+001	2.90000e+001	3.60000e+001	
9	3.80000e+001	4.80000e+001	3.60000e+001	4.52742e+001	3.20000e+001	2.18919e+001	3.10000e+001	3.80000e+001	
10	4.00000e+001	5.00000e+001	3.80000e+001	4.72742e+001	3.40000e+001	2.38919e+001	3.30000e+001	4.00000e+001	
11	4.20000e+001	5.20000e+001	4.00000e+001	4.92742e+001	3.60000e+001	2.58919e+001	3.50000e+001	4.20000e+001	
12	4.40000e+001	5.40000e+001	4.20000e+001	5.12742e+001	3.80000e+001	2.78919e+001	3.70000e+001	4.40000e+001	
13	4.60000e+001	5.60000e+001	4.40000e+001	5.32742e+001	4.00000e+001	2.98919e+001	3.90000e+001	4.60000e+001	
14	4.80000e+001	5.80000e+001	4.60000e+001	5.52742e+001	4.20000e+001	3.18919e+001	4.10000e+001	4.80000e+001	
15	5.00000e+001	6.00000e+001	4.80000e+001	5.72742e+001	4.40000e+001	3.38919e+001	4.30000e+001	5.00000e+001	
16	5.20000e+001	6.20000e+001	5.00000e+001	5.92742e+001	4.60000e+001	3.58919e+001	4.50000e+001	5.20000e+001	
17	5.40000e+001	6.40000e+001	5.20000e+001	6.12742e+001	4.80000e+001	3.78919e+001	4.70000e+001	5.40000e+001	
18	5.60000e+001	6.60000e+001	5.40000e+001	6.32742e+001	5.00000e+001	3.98919e+001	4.90000e+001	5.60000e+001	
19	5.80000e+001	6.80000e+001	5.60000e+001	6.52742e+001	5.20000e+001	4.18919e+001	5.10000e+001	5.80000e+001	
20	6.00000e+001	7.00000e+001	5.80000e+001	6.72742e+001	5.40000e+001	4.38919e+001	5.30000e+001	6.00000e+001	
21	6.20000e+001	7.20000e+001	6.00000e+001	6.92742e+001	5.60000e+001	4.58919e+001	5.50000e+001	6.20000e+001	
22	6.40000e+001	7.40000e+001	6.20000e+001	7.12742e+001	5.80000e+001	4.78919e+001	5.70000e+001	6.40000e+001	
23	6.60000e+001	7.60000e+001	6.40000e+001	7.32742e+001	6.00000e+001	4.98919e+001	5.90000e+001	6.60000e+001	
24	6.80000e+001	7.80000e+001	6.60000e+001	7.52742e+001	6.20000e+001	5.18919e+001	6.10000e+001	6.80000e+001	
25	7.00000e+001	8.00000e+001	6.80000e+001	7.72742e+001	6.40000e+001	5.38919e+001	6.30000e+001	7.00000e+001	
26	7.20000e+001	8.20000e+001	7.00000e+001	7.92742e+001	6.60000e+001	5.58919e+001	6.50000e+001	7.20000e+001	
27	7.40000e+001	8.40000e+001	7.20000e+001	8.12742e+001	6.80000e+001	5.78919e+001	6.70000e+001	7.40000e+001	
28	7.60000e+001	8.60000e+001	7.40000e+001	8.32742e+001	7.00000e+001	5.98919e+001	6.90000e+001	7.60000e+001	
29	7.80000e+001	8.80000e+001	7.60000e+001	8.52742e+001	7.20000e+001	6.18919e+001	7.10000e+001	7.80000e+001	
30	8.00000e+001	9.00000e+001	7.80000e+001	8.72742e+001	7.40000e+001	6.38919e+001	7.30000e+001	8.00000e+001	
31	8.20000e+001	9.20000e+001	8.00000e+001	8.92742e+001	7.60000e+001	6.58919e+001	7.50000e+001	8.20000e+001	
32	8.40000e+001	9.40000e+001	8.20000e+001	9.12742e+001	7.80000e+001	6.78919e+001	7.70000e+001	8.40000e+001	
33	8.60000e+001	9.60000e+001	8.40000e+001	9.32742e+001	8.00000e+001	6.98919e+001	7.90000e+001	8.60000e+001	
34	8.80000e+001	9.80000e+001	8.60000e+001	9.52742e+001	8.20000e+001	7.18919e+001	8.10000e+001	8.80000e+001	
35	9.00000e+001	1.00000e+002	8.80000e+001	9.72742e+001	8.40000e+001	7.38919e+001	8.30000e+001	9.00000e+001	
36	9.20000e+001	1.02000e+002	9.00000e+001	9.92742e+001	8.60000e+001	7.58919e+001	8.50000e+001	9.20000e+001	
37	9.40000e+001	1.04000e+002	9.20000e+001	1.01274e+002	8.80000e+001	7.78919e+001	8.70000e+001	9.40000e+001	
38	9.60000e+001	1.06000e+002	9.40000e+001	1.03274e+002	9.00000e+001	7.98919e+001	8.90000e+001	9.60000e+001	
39	9.80000e+001	1.08000e+002	9.60000e+001	1.05274e+002	9.20000e+001	8.18919e+001	9.10000e+001	9.80000e+001	
40	1.00000e+002	1.10000e+002	9.80000e+001	1.07274e+002	9.40000e+001	8.38919e+001	9.30000e+001	1.00000e+002	
41	1.02000e+002	1.12000e+002	1.00000e+002	1.09274e+002	9.60000e+001	8.58919e+001	9.50000e+001	1.02000e+002	
42	1.04000e+002	1.14000e+002	1.02000e+002	1.11274e+002	9.80000e+001	8.78919e+001	9.70000e+001	1.04000e+002	
43	1.06000e+002	1.16000e+002	1.04000e+002	1.13274e+002	1.00000e+002	8.98919e+001	9.90000e+001	1.06000e+002	
44	1.08000e+002	1.18000e+002	1.06000e+002	1.15274e+002	1.02000e+002	9.18919e+001	1.01000e+002	1.08000e+002	
45	1.10000e+002	1.20000e+002	1.08000e+002	1.17274e+002	1.04000e+002	9.38919e+001	1.03000e+002	1.10000e+002	
46	1.12000e+002	1.22000e+002	1.10000e+002	1.19274e+002	1.06000e+002	9.58919e+001	1.05000e+002	1.12000e+002	
47	1.14000e+002	1.24000e+002	1.12000e+002	1.21274e+002	1.08000e+002	9.78919e+001	1.07000e+002	1.14000e+002	
48	1.16000e+002	1.26000e+002	1.14000e+002	1.23274e+002	1.10000e+002	9.98919e+001	1.09000e+002	1.16000e+002	
49	1.18000e+002	1.28000e+002	1.16000e+002	1.25274e+002	1.12000e+002	1.01892e+002	1.11000e+002	1.18000e+002	
50	1.20000e+002	1.30000e+002	1.18000e+002	1.27274e+002	1.14000e+002	1.03892e+002	1.13000e+002	1.20000e+002	
51	1.22000e+002	1.32000e+002	1.20000e+002	1.29274e+002	1.16000e+002	1.05892e+002	1.15000e+002	1.22000e+002	
52	1.24000e+002	1.34000e+002	1.22000e+002	1.31274e+002	1.18000e+002	1.07892e+002	1.17000e+002	1.24000e+002	
53	1.26000e+002	1.36000e+002	1.24000e+002	1.33274e+002	1.20000e+002	1.09892e+002	1.19000e+002	1.26000e+002	
54	1.28000e+002	1.38000e+002	1.26000e+002	1.35274e+002	1.22000e+002	1.11892e+002	1.21000e+002	1.28000e+002	
