-200.00	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	
-199.90	-0.00000e+000	-0.00000e+000	0.00000e+000	-0.00000e+000	0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	-0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	-0.00000e+000	0.00000e+000	0.00000e+000	
-199.80	-7.92159e-003	-1.15365e-002	2.44581e-003	-6.40568e-001	7.63622e-002	-6.28874e-001	-1.83487e-002	-1.19334e-002	-0.00000e+000	-1.77378e+000	6.69639e-001	6.02911e-005	3.18306e-004	2.63145e-004	1.98817e-003	-1.81801e-003	1.04489e-002	6.73114e-003	
-199.70	-6.21027e-002	-8.92568e-002	2.44194e-002	-5.23740e+000	4.40887e-001	-4.83084e+000	-1.47792e-001	-1.57408e-001	-2.74649e-006	-1.04616e+001	4.38775e+000	-4.75715e-003	2.52914e-003	2.07521e-003	1.58976e-002	-1.43101e-002	8.15398e-002	5.38033e-002	
-199.60	-2.04000e-001	-2.88931e-001	9.78224e-002	-1.79891e+001	9.32291e-001	-1.55032e+001	8.53632e+001	-2.53694e+001	-3.06954e-005	-1.82964e+002	-1.22250e+003	-2.92474e+002	8.47248e-003	6.89828e-003	5.35843e-002	-4.74499e-002	2.68217e-001	1.81335e-001	
-199.50	-4.67282e-001	-6.51109e-001	2.65873e-001	-4.32156e+001	9.44583e-001	-3.45727e+001	2.73004e+002	-8.08381e+001	-1.54432e-004	-5.56269e+002	-3.92885e+003	-7.99087e+002	1.99214e-002	1.60909e-002	1.26744e-001	-1.10331e-001	6.19114e-001	4.29009e-001	
-199.40	-8.75224e-001	-1.19748e+000	5.80368e-001	-8.51909e+001	-5.08971e-001	-6.27762e+001	5.71070e+002	-1.66539e+002	-5.28335e-004	-1.13830e+003	-8.25513e+003	-1.50570e+003	3.85723e-002	3.08988e-002	2.46815e-001	-2.11039e-001	1.17650e+000	8.35850e-001	
-199.30	-1.43839e+000	-1.92794e+000	1.09866e+000	-1.47969e+002	-4.71952e+000	-9.94900e+001	9.86564e+002	-2.81665e+002	-1.43093e-003	-1.93406e+003	-1.43314e+004	-2.41132e+003	6.60367e-002	5.24468e-002	4.24881e-001	-3.56529e-001	1.97624e+000	1.44002e+000	
-199.20	-2.15260e+000	-2.81849e+000	1.88041e+000	-2.35204e+002	-1.31972e+001	-1.42611e+002	1.52488e+003	-4.25118e+002	-3.30732e-003	-2.94633e+003	-2.22739e+004	-3.51194e+003	1.03834e-001	8.17311e-002	6.71582e-001	-5.52499e-001	3.04789e+000	2.27859e+000	
-199.10	-2.99735e+000	-3.81994e+000	2.98427e+000	-3.49966e+002	-2.75799e+001	-1.88492e+002	2.18973e+003	-5.95470e+002	-6.81094e-003	-4.17645e+003	-3.21840e+004	-4.80012e+003	1.53384e-001	1.19612e-001	9.97019e-001	-8.03278e-001	4.41470e+000	3.38737e+000	
-199.00	-3.93451e+000	-4.85741e+000	4.46444e+000	-4.94556e+002	-4.95401e+001	-2.31940e+002	2.98325e+003	-7.90898e+002	-1.28418e-002	-5.62564e+003	-4.41471e+004	-6.26533e+003	2.16006e-001	1.66811e-001	1.41067e+000	-1.11171e+000	6.09377e+000	4.80066e+000	
-198.90	-4.90758e+000	-5.83077e+000	6.36748e+000	-6.70332e+002	-8.06923e+001	-2.66267e+002	3.90610e+003	-1.00931e+003	-2.25785e-002	-7.29454e+003	-5.82319e+004	-7.89442e+003	2.92912e-001	2.23901e-001	1.92131e+000	-1.47905e+000	8.09623e+000	6.55110e+000	
