-200.00	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	
-199.90	4.93410e-011	-3.56072e-011	-2.58899e-016	3.12137e-011	-2.25189e-011	-1.65473e-016	4.45475e-006	-3.21479e-006	-1.37849e-008	6.45759e-013	-3.18184e-013	-1.03189e-018	4.90172e-010	-3.53735e-010	-1.51680e-015	8.05547e-011	-5.81261e-011	-4.24372e-016	
-199.80	6.01106e-010	3.29284e-011	1.78009e-014	3.78604e-010	2.20402e-011	1.13920e-014	5.40233e-005	3.15159e-006	9.49030e-007	7.83151e-012	3.12193e-013	7.11276e-017	5.48565e-009	6.77828e-010	1.05670e-013	9.79710e-010	5.49686e-011	2.91929e-014	
-199.70	-4.48379e-007	8.12004e-008	1.13000e-009	-4.21045e-006	7.17612e-007	6.42817e-009	-4.04851e-002	7.33116e-003	6.01660e-002	-8.72491e-005	1.48005e-005	1.26842e-007	-4.46023e-006	8.06308e-007	6.62020e-009	-4.65883e-006	7.98812e-007	7.55817e-009	
-199.60	-2.10307e-006	3.83413e-007	4.68975e-009	-1.92437e-005	3.26701e-006	2.63579e-008	-1.87628e-001	3.42090e-002	2.44315e-001	-1.93849e-004	3.25665e-005	2.23220e-007	-2.04026e-005	3.67551e-006	2.71576e-008	-2.13468e-005	3.65042e-006	3.10476e-008	
-199.50	-5.17596e-006	9.48666e-007	1.00951e-008	-4.64312e-005	7.75923e-006	5.66272e-008	-4.54957e-001	8.33997e-002	5.11353e-001	-3.13652e-004	5.03733e-005	3.18378e-007	-4.91852e-005	8.77494e-006	5.84680e-008	-5.16071e-005	8.70790e-006	6.67223e-008	
-199.40	-9.81447e-006	1.79710e-006	1.71785e-008	-8.71912e-005	1.41835e-005	9.75334e-008	-8.50111e-001	1.55666e-001	8.47962e-001	-4.47462e-004	6.79674e-005	4.19510e-007	-9.23007e-005	1.61467e-005	1.01016e-007	-9.70057e-005	1.59806e-005	1.14712e-007	
-199.30	-1.61627e-005	2.95019e-006	2.58934e-008	-1.43010e-004	2.25242e-005	1.49640e-007	-1.38058e+000	2.51957e-001	1.24928e+000	-5.95929e-004	8.53354e-005	5.26841e-007	-1.51303e-004	2.58316e-005	1.55441e-007	-1.59173e-004	2.54744e-005	1.75533e-007	
-199.20	-2.43591e-005	4.43331e-006	3.61932e-008	-2.15435e-004	3.27679e-005	2.13523e-007	-2.05353e+000	3.73628e-001	1.71180e+000	-7.59686e-004	1.02473e-004	6.40329e-007	-2.27790e-004	3.78772e-005	2.22355e-007	-2.39794e-004	3.72012e-005	2.49716e-007	
-199.10	-3.45346e-005	6.27518e-006	4.80213e-008	-3.06074e-004	4.49032e-005	2.89760e-007	-2.87573e+000	5.22378e-001	2.23263e+000	-9.39349e-004	1.19376e-004	7.59933e-007	-3.23405e-004	5.23290e-005	3.02347e-007	-3.40608e-004	5.11784e-005	3.37782e-007	
-199.00	-4.68121e-005	8.50690e-006	6.13096e-008	-4.16592e-004	5.89202e-005	3.78934e-007	-3.85353e+000	7.00151e-001	2.80935e+000	-1.13553e-003	1.36040e-004	8.85610e-007	-4.39846e-004	6.92281e-005	3.95988e-007	-4.63404e-004	6.74271e-005	4.40243e-007	
-198.90	-6.13056e-005	1.11621e-005	7.59794e-008	-5.48711e-004	7.48102e-005	4.81624e-007	-4.99285e+000	9.09141e-001	3.43997e+000	-1.34880e-003	1.52462e-004	1.01731e-006	-5.78858e-004	8.86208e-005	5.03827e-007	-6.10017e-004	8.59722e-005	5.57603e-007	
-198.80	-7.81176e-005	1.42777e-005	9.19414e-008	-7.04209e-004	9.25663e-005	5.98411e-007	-6.29903e+000	1.15188e+000	4.12277e+000	-1.57976e-003	1.68636e-004	1.15500e-006	-7.42217e-004	1.10566e-004	6.26396e-007	-7.82327e-004	1.06844e-004	6.90352e-007	
-198.70	-9.73375e-005	1.78952e-005	1.09096e-007	-8.84914e-004	1.12184e-004	7.29871e-007	-7.77669e+000	1.43131e+000	4.85626e+000	-1.82896e-003	1.84560e-004	1.29861e-006	-9.31731e-004	1.35137e-004	7.64207e-007	-9.82252e-004	1.30080e-004	8.38967e-007	
