-200.00	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	0.00000e+000	
-199.90	4.90172e-010	-3.53735e-010	0.00000e+000	1.28884e-010	-4.70376e-011	-1.51680e-015	2.44432e-014	-1.76396e-014	0.00000e+000	6.42697e-015	-2.34560e-015	-7.56375e-020	
-199.80	5.48565e-009	6.77828e-010	1.68291e-013	8.17169e-010	-3.03881e-010	1.05670e-013	3.01267e-013	-2.82934e-014	6.86426e-018	5.37128e-014	-1.98334e-014	4.07019e-018	
-199.70	-4.46023e-006	8.06308e-007	2.10972e-012	2.87592e-009	1.07491e-008	6.62020e-009	-1.81026e-010	3.28888e-011	1.09622e-016	2.65979e-013	3.83383e-013	2.70040e-013	
-199.60	-2.04026e-005	3.67551e-006	1.20053e-011	7.15229e-009	5.12619e-008	2.71576e-008	-1.45539e-009	2.62878e-010	8.25304e-016	9.37396e-013	3.50640e-012	2.03495e-012	
-199.50	-4.91852e-005	8.77494e-006	4.50846e-011	1.45450e-008	1.24419e-007	5.84680e-008	-5.92555e-009	1.06509e-009	4.08018e-015	2.61728e-012	1.46938e-011	7.76760e-012	
-199.40	-9.23007e-005	1.61467e-005	1.31008e-010	2.62588e-008	2.33376e-007	1.01016e-007	-1.70170e-008	3.03547e-009	1.53038e-014	6.20998e-012	4.26270e-011	2.10127e-011	
-199.30	-1.51303e-004	2.58316e-005	3.19872e-010	4.35789e-008	3.81076e-007	1.55441e-007	-3.96181e-008	6.99309e-009	4.71883e-014	1.30953e-011	9.96021e-011	4.64313e-011	
-199.20	-2.27790e-004	3.78772e-005	6.88538e-010	6.77624e-008	5.70476e-007	2.22355e-007	-8.02248e-008	1.39826e-008	1.25711e-013	2.52513e-011	2.01794e-010	8.98541e-011	
-199.10	-3.23405e-004	5.23290e-005	1.34694e-009	1.00292e-007	8.04462e-007	3.02347e-007	-1.47088e-007	2.52771e-008	2.99029e-013	4.53839e-011	3.69515e-010	1.58331e-010	
-199.00	-4.39846e-004	6.92281e-005	2.44408e-009	1.42970e-007	1.08565e-006	3.95988e-007	-2.50364e-007	4.23804e-008	6.49842e-013	7.70815e-011	6.27456e-010	2.60180e-010	
