0	2.70000e+004	0.00000e+000	0.00000e+000	-7.85517e+001	3.09070e+001	3.85627e+002	
1	2.18964e+004	-2.28179e+004	1.03189e-013	-7.54006e+001	1.63656e+001	1.86679e+002	
2	2.69544e+004	2.26653e+003	-7.11276e-012	-6.63387e+001	1.64820e+001	1.80034e+002	
3	-2.66131e+004	6.55173e+003	-1.26842e-002	-7.46322e+001	1.82122e+001	1.18741e+002	
4	-2.66121e+004	6.52592e+003	-2.23220e-002	-8.41114e+001	1.81762e+001	1.23169e+002	
5	-2.66194e+004	6.42551e+003	-3.18378e-002	-9.41183e+001	1.80349e+001	1.31231e+002	
6	-2.66335e+004	6.25808e+003	-4.19510e-002	-1.04604e+002	1.78881e+001	1.39253e+002	
7	-2.66496e+004	6.06282e+003	-5.26841e-002	-1.15562e+002	1.77358e+001	1.47232e+002	
8	-2.66653e+004	5.85842e+003	-6.40329e-002	-1.26984e+002	1.75782e+001	1.55167e+002	
9	-2.66797e+004	5.65373e+003	-7.59933e-002	-1.38863e+002	1.74152e+001	1.63054e+002	
10	-2.66923e+004	5.45310e+003	-8.85610e-002	-1.51189e+002	1.72469e+001	1.70892e+002	
11	-2.67029e+004	5.25871e+003	-1.01731e-001	-1.63955e+002	1.70733e+001	1.78677e+002	
12	-2.67115e+004	5.07170e+003	-1.15500e-001	-1.77152e+002	1.68946e+001	1.86408e+002	
13	-2.67180e+004	4.89261e+003	-1.29861e-001	-1.90770e+002	1.67107e+001	1.94083e+002	
14	-2.67226e+004	4.72165e+003	-1.44809e-001	-2.04801e+002	1.65217e+001	2.01698e+002	
15	-2.67251e+004	4.55880e+003	-1.60340e-001	-2.19235e+002	1.63276e+001	2.09252e+002	
16	-2.67258e+004	4.40396e+003	-1.76447e-001	-2.34062e+002	1.61286e+001	2.16742e+002	
17	-2.67246e+004	4.25691e+003	-1.93124e-001	-2.49272e+002	1.59247e+001	2.24166e+002	
18	-2.67216e+004	4.11738e+003	-2.10366e-001	-2.64854e+002	1.57159e+001	2.31522e+002	
19	-2.67170e+004	3.98505e+003	-2.28167e-001	-2.80798e+002	1.55024e+001	2.38807e+002	
20	-2.67106e+004	3.85959e+003	-2.46519e-001	-2.97093e+002	1.52841e+001	2.46019e+002	
21	-2.67027e+004	3.74062e+003	-2.65416e-001	-3.13727e+002	1.50612e+001	2.53157e+002	
22	-2.66931e+004	3.62776e+003	-2.84851e-001	-3.30691e+002	1.48337e+001	2.60217e+002	
23	-2.66821e+004	3.52062e+003	-3.04817e-001	-3.47971e+002	1.46016e+001	2.67198e+002	
24	-2.66695e+004	3.41878e+003	-3.25307e-001	-3.65556e+002	1.43651e+001	2.74098e+002	
25	-2.66555e+004	3.32185e+003	-3.46313e-001	-3.83435e+002	1.41243e+001	2.80914e+002	
26	-2.66400e+004	3.22941e+003	-3.67828e-001	-4.01594e+002	1.38791e+001	2.87645e+002	
27	-2.66232e+004	3.14111e+003	-3.89843e-001	-4.20022e+002	1.36297e+001	2.94288e+002	
28	-2.66050e+004	3.05660e+003	-4.12352e-001	-4.38706e+002	1.33762e+001	3.00842e+002	
29	-2.65854e+004	2.97555e+003	-4.35345e-001	-4.57541e+002	1.32223e+001	3.00174e+002	
30	-2.65644e+004	2.89771e+003	-4.58312e-001	-4.76529e+002	1.31615e+001	2.92945e+002	
31	-2.65422e+004	2.82287e+003	-4.80738e-001	-4.95755e+002	1.30837e+001	2.86771e+002	
32	-2.65186e+004	2.75087e+003	-5.02649e-001	-5.15190e+002	1.30081e+001	2.80332e+002	
33	-2.64936e+004	2.68156e+003	-5.24035e-001	-5.34822e+002	1.29315e+001	2.73861e+002	
34	-2.64674e+004	2.61477e+003	-5.44888e-001	-5.54638e+002	1.28542e+001	2.67330e+002	
35	-2.64398e+004	2.55039e+003	-5.65203e-001	-5.74624e+002	1.27761e+001	2.60750e+002	
36	-2.64109e+004	2.48830e+003	-5.84976e-001	-5.94765e+002	1.26972e+001	2.54127e+002	
37	-2.63807e+004	2.42839e+003	-6.04202e-001	-6.15048e+002	1.26174e+001	2.47466e+002	
38	-2.63491e+004	2.37058e+003	-6.22877e-001	-6.35459e+002	1.25366e+001	2.40771e+002	
39	-2.63162e+004	2.31476e+003	-6.40996e-001	-6.55983e+002	1.24549e+001	2.34046e+002	
40	-2.62821e+004	2.26087e+003	-6.58558e-001	-6.76605e+002	1.23722e+001	2.27294e+002	
41	-2.62465e+004	2.20882e+003	-6.75558e-001	-6.97310e+002	1.22885e+001	2.20518e+002	
42	-2.62097e+004	2.15855e+003	-6.91993e-001	-7.18085e+002	1.22039e+001	2.13719e+002	
43	-2.61715e+004	2.10998e+003	-7.07862e-001	-7.38914e+002	1.21182e+001	2.06899e+002	
44	-2.61321e+004	2.06305e+003	-7.23161e-001	-7.59782e+002	1.20317e+001	2.00060e+002	
45	-2.60913e+004	2.01771e+003	-7.37889e-001	-7.80673e+002	1.19442e+001	1.93203e+002	
46	-2.60491e+004	1.97388e+003	-7.52042e-001	-8.01574e+002	1.18558e+001	1.86329e+002	
47	-2.60057e+004	1.93152e+003	-7.65619e-001	-8.22468e+002	1.17666e+001	1.79437e+002	
48	-2.59609e+004	1.89058e+003	-7.78618e-001	-8.43340e+002	1.16766e+001	1.72529e+002	
49	-2.59148e+004	1.85099e+003	-7.91036e-001	-8.64175e+002	1.15859e+001	1.65604e+002	
50	-2.58674e+004	1.81273e+003	-8.02872e-001	-8.84958e+002	1.14945e+001	1.58663e+002	
51	-2.58187e+004	1.77573e+003	-8.14124e-001	-9.05673e+002	1.14026e+001	1.51704e+002	
52	-2.57687e+004	1.73996e+003	-8.24789e-001	-9.26304e+002	1.13101e+001	1.44728e+002	
53	-2.57174e+004	1.70538e+003	-8.34865e-001	-9.46836e+002	1.12172e+001	1.37733e+002	
54	-2.56648e+004	1.67195e+003	-8.44351e-001	-9.67254e+002	1.11240e+001	1.30719e+002	
55	-2.56109e+004	1.63962e+003	-8.53245e-001	-9.87542e+002	1.10306e+001	1.23685e+002	
56	-2.55557e+004	1.60836e+003	-8.61544e-001	-1.00768e+003	1.09371e+001	1.16629e+002	
57	-2.54992e+004	1.57813e+003	-8.69246e-001	-1.02766e+003	1.08436e+001	1.09551e+002	
58	-2.54415e+004	1.54890e+003	-8.76349e-001	-1.04747e+003	1.07502e+001	1.02449e+002	
59	-2.53825e+004	1.52062e+003	-8.82850e-001	-1.06708e+003	1.06571e+001	9.53213e+001	
60	-2.53222e+004	1.49326e+003	-8.88748e-001	-1.08649e+003	1.05644e+001	8.81670e+001	
61	-2.52607e+004	1.46679e+003	-8.94040e-001	-1.10567e+003	1.04723e+001	8.09841e+001	
62	-2.51979e+004	1.44117e+003	-8.98723e-001	-1.12461e+003	1.03809e+001	7.37708e+001	
63	-2.51340e+004	1.41637e+003	-9.02795e-001	-1.14330e+003	1.02904e+001	6.65252e+001	
64	-2.50688e+004	1.39236e+003	-9.06252e-001	-1.16173e+003	1.02009e+001	5.92452e+001	
65	-2.50024e+004	1.36909e+003	-9.09093e-001	-1.17986e+003	1.01127e+001	5.19288e+001	
66	-2.49349e+004	1.34655e+003	-9.11313e-001	-1.19770e+003	1.00259e+001	4.45736e+001	
67	-2.48662e+004	1.32470e+003	-9.12911e-001	-1.21518e+003	1.07386e+001	2.69877e+001	
68	-2.47963e+004	1.30353e+003	-9.13164e-001	-1.23237e+003	1.12787e+001	1.34205e+001	
69	-2.47253e+004	1.28302e+003	-9.12283e-001	-1.24873e+003	2.23235e+001	5.07629e+000	
70	-2.46531e+004	1.26328e+003	-9.10666e-001	-1.26545e+003	2.22966e+001	1.29448e+001	
71	-2.45799e+004	1.24445e+003	-9.09491e-001	-1.28087e+003	4.45762e+001	1.45331e+001	
72	-2.45055e+004	1.22669e+003	-9.08430e-001	-1.29719e+003	4.51767e+001	1.48027e+001	
73	-2.44300e+004	1.21027e+003	-9.07347e-001	-1.31220e+003	6.81573e+001	9.04735e+000	
74	-2.43535e+004	1.19525e+003	-9.05807e-001	-1.32839e+003	6.64236e+001	2.98689e+000	
75	-2.42758e+004	1.18182e+003	-9.03748e-001	-1.34434e+003	6.63171e+001	6.21751e+000	
76	-2.41971e+004	1.16977e+003	-9.01820e-001	-1.36038e+003	6.74404e+001	1.01167e+001	
77	-2.41172e+004	1.15893e+003	-9.00139e-001	-1.37636e+003	6.69573e+001	5.94234e+000	
78	-2.40363e+004	1.14919e+003	-8.98139e-001	-1.39238e+003	6.80756e+001	9.94803e+000	
79	-2.39542e+004	1.14040e+003	-8.96340e-001	-1.40834e+003	6.81429e+001	4.91692e+000	
80	-2.38710e+004	1.13247e+003	-8.94163e-001	-1.42436e+003	6.92654e+001	9.83738e+000	
81	-2.37868e+004	1.12529e+003	-8.92247e-001	-1.44033e+003	6.93423e+001	4.01487e+000	
82	-2.37014e+004	1.11877e+003	-8.89904e-001	-1.45634e+003	7.04679e+001	9.76471e+000	
83	-2.36150e+004	1.11284e+003	-8.87875e-001	-1.47231e+003	7.05550e+001	3.13487e+000	
84	-2.35274e+004	1.10743e+003	-8.85370e-001	-1.48832e+003	7.16845e+001	9.72104e+000	
85	-2.34388e+004	1.10246e+003	-8.83232e-001	-1.50429e+003	7.17820e+001	2.28648e+000	
86	-2.33490e+004	1.09788e+003	-8.80567e-001	-1.52030e+003	7.29157e+001	9.69479e+000	
87	-2.32582e+004	1.09364e+003	-8.78324e-001	-1.53627e+003	7.30235e+001	1.47588e+000	
88	-2.31662e+004	1.08968e+003	-8.75505e-001	-1.55227e+003	7.42129e+001	9.23632e+000	
89	-2.30731e+004	1.08597e+003	-8.73127e-001	-1.56822e+003	7.48681e+001	1.64492e+000	
90	-2.29789e+004	1.08248e+003	-8.70221e-001	-1.58422e+003	7.59873e+001	8.98832e+000	
91	-2.28836e+004	1.07916e+003	-8.67732e-001	-1.60017e+003	7.66383e+001	1.12916e+000	
92	-2.27872e+004	1.07599e+003	-8.64694e-001	-1.61617e+003	7.77554e+001	8.44800e+000	
93	-2.26897e+004	1.07294e+003	-8.62071e-001	-1.63215e+003	7.78542e+001	6.62760e-001	
94	-2.25911e+004	1.07000e+003	-8.58905e-001	-1.64814e+003	7.90670e+001	8.15139e+000	
95	-2.24914e+004	1.06713e+003	-8.56167e-001	-1.66410e+003	7.97312e+001	7.60344e-001	
96	-2.23905e+004	1.06432e+003	-8.52916e-001	-1.68009e+003	8.08326e+001	7.93034e+000	
97	-2.22885e+004	1.06156e+003	-8.50074e-001	-1.69605e+003	8.14948e+001	3.67974e-001	
98	-2.21854e+004	1.05882e+003	-8.46706e-001	-1.71204e+003	8.25936e+001	7.49222e+000	
99	-2.20812e+004	1.05610e+003	-8.43743e-001	-1.72803e+003	8.26893e+001	-1.71702e-001	
100	-2.19758e+004	1.05338e+003	-8.40248e-001	-1.74401e+003	8.39242e+001	7.06182e+000	
101	-2.18693e+004	1.05065e+003	-8.37166e-001	-1.75998e+003	8.46037e+001	1.37055e-001	
102	-2.17617e+004	1.04790e+003	-8.33605e-001	-1.77596e+003	8.56868e+001	7.08269e+000	
103	-2.16530e+004	1.04513e+003	-8.30443e-001	-1.79192e+003	8.68537e+001	-4.90199e-001	
104	-2.15431e+004	1.04233e+003	-8.26755e-001	-1.80788e+003	8.81137e+001	6.84161e+000	
105	-2.14321e+004	1.03950e+003	-8.23489e-001	-1.82386e+003	8.88144e+001	-8.10014e-002	
106	-2.13199e+004	1.03663e+003	-8.19746e-001	-1.83983e+003	8.98846e+001	6.69991e+000	
107	-2.12066e+004	1.03372e+003	-8.16391e-001	-1.85581e+003	9.05847e+001	-3.44510e-001	
108	-2.10922e+004	1.03076e+003	-8.12548e-001	-1.87178e+003	9.16516e+001	6.37087e+000	
109	-2.09766e+004	1.02774e+003	-8.09087e-001	-1.88777e+003	9.23557e+001	-5.75006e-001	
110	-2.08599e+004	1.02468e+003	-8.05144e-001	-1.90373e+003	9.34190e+001	6.05969e+000	
111	-2.07420e+004	1.02155e+003	-8.01580e-001	-1.91972e+003	9.41272e+001	-7.87768e-001	
112	-2.06229e+004	1.01837e+003	-7.97540e-001	-1.93568e+003	9.51869e+001	5.76573e+000	
113	-2.05027e+004	1.01512e+003	-7.93873e-001	-1.95170e+003	9.52668e+001	-1.17835e+000	
114	-2.03814e+004	1.01180e+003	-7.89722e-001	-1.96765e+003	9.65686e+001	5.39310e+000	
115	-2.02589e+004	1.00842e+003	-7.85946e-001	-1.98364e+003	9.72946e+001	-8.35442e-001	
116	-2.01352e+004	1.00496e+003	-7.81736e-001	-1.99959e+003	9.83389e+001	5.51056e+000	
117	-2.00104e+004	1.00143e+003	-7.77889e-001	-2.01559e+003	9.90604e+001	-1.01639e+000	
118	-1.98844e+004	9.97828e+002	-7.73585e-001	-2.03154e+003	1.00101e+002	5.25955e+000	
119	-1.97573e+004	9.94148e+002	-7.69637e-001	-2.04753e+003	1.01355e+002	-1.78604e+000	
120	-1.96289e+004	9.90393e+002	-7.65196e-001	-2.06345e+003	1.02682e+002	5.01604e+000	
121	-1.94995e+004	9.86561e+002	-7.61142e-001	-2.07946e+003	1.03437e+002	-1.03652e+000	
122	-1.93688e+004	9.82654e+002	-7.56668e-001	-2.09540e+003	1.04463e+002	5.01658e+000	
123	-1.92369e+004	9.78669e+002	-7.52536e-001	-2.11142e+003	1.05216e+002	-1.16717e+000	
124	-1.91039e+004	9.74605e+002	-7.47969e-001	-2.12735e+003	1.06239e+002	4.80030e+000	
125	-1.89697e+004	9.70461e+002	-7.43736e-001	-2.14337e+003	1.06997e+002	-1.27257e+000	
126	-1.88343e+004	9.66235e+002	-7.39075e-001	-2.15929e+003	1.08015e+002	4.59550e+000	
127	-1.86978e+004	9.61926e+002	-7.34742e-001	-2.17532e+003	1.08778e+002	-1.36451e+000	
128	-1.85600e+004	9.57532e+002	-7.29988e-001	-2.19124e+003	1.09792e+002	4.40190e+000	
129	-1.84211e+004	9.53053e+002	-7.25555e-001	-2.20727e+003	1.10559e+002	-1.44360e+000	
130	-1.82809e+004	9.48485e+002	-7.20708e-001	-2.22319e+003	1.11568e+002	4.21889e+000	
131	-1.81396e+004	9.43829e+002	-7.16175e-001	-2.23922e+003	1.12340e+002	-1.51043e+000	
132	-1.79971e+004	9.39083e+002	-7.11237e-001	-2.25514e+003	1.13345e+002	4.04591e+000	
133	-1.78534e+004	9.34244e+002	-7.06607e-001	-2.27117e+003	1.14122e+002	-1.56557e+000	
134	-1.77085e+004	9.29312e+002	-7.01579e-001	-2.28708e+003	1.15123e+002	3.88239e+000	
135	-1.75624e+004	9.24286e+002	-6.96853e-001	-2.30310e+003	1.16485e+002	-2.29273e+000	
