-200.00	0.00000e+000
-199.90	2.33938e-001
-199.80	4.80759e-002
-199.70	-1.37907e-001
-199.60	-3.22219e-001
-199.50	-5.03094e-001
-199.40	-6.78810e-001
-199.30	-8.47711e-001
-199.20	-1.00823e+000
-199.10	-1.15889e+000
-199.00	-1.29835e+000
-198.90	-1.42541e+000
-198.80	-1.53899e+000
-198.70	-1.63819e+000
-198.60	-1.72229e+000
-198.50	-1.79073e+000
-198.40	-1.84314e+000
-198.30	-1.87931e+000
-198.20	-1.89925e+000
-198.10	-1.90312e+000
-198.00	-1.89126e+000
-197.90	-1.86418e+000
-197.80	-1.82253e+000
-197.70	-1.76713e+000
-197.60	-1.69890e+000
-197.50	-1.61890e+000
-197.40	-1.52826e+000
-197.30	-1.42820e+000
-197.20	-1.32002e+000
-197.10	-1.20502e+000
-197.00	-1.08455e+000
-196.90	-9.59965e-001
-196.80	-8.32578e-001
-196.70	-7.03689e-001
-196.60	-5.74537e-001
-196.50	-4.46294e-001
-196.40	-3.20051e-001
-196.30	-1.96802e-001
-196.20	-7.74379e-002
-196.10	3.72673e-002
-196.00	1.46660e-001
-195.90	2.50210e-001
-195.80	3.47518e-001
-195.70	4.38308e-001
-195.60	5.22431e-001
-195.50	5.99857e-001
-195.40	6.70671e-001
-195.30	7.35060e-001
-195.20	7.93309e-001
-195.10	8.45782e-001
-195.00	8.92917e-001
-194.90	9.35205e-001
-194.80	9.73179e-001
-194.70	1.00740e+000
-194.60	1.03843e+000
-194.50	1.06685e+000
-194.40	1.09319e+000
-194.30	1.11797e+000
-194.20	1.14165e+000
-194.10	1.16465e+000
-194.00	1.18728e+000
-193.90	1.20983e+000
-193.80	1.23245e+000
-193.70	1.25523e+000
-193.60	1.27815e+000
-193.50	1.30111e+000
-193.40	1.32390e+000
-193.30	1.34622e+000
-193.20	1.36770e+000
-193.10	1.38786e+000
-193.00	1.40617e+000
-192.90	1.42204e+000
-192.80	1.43480e+000
-192.70	1.44379e+000
-192.60	1.44828e+000
-192.50	1.44756e+000
-192.40	1.44092e+000
-192.30	1.42767e+000
-192.20	1.40715e+000
-192.10	1.37876e+000
-192.00	1.34197e+000
-191.90	1.29632e+000
-191.80	1.24145e+000
-191.70	1.17708e+000
-191.60	1.10307e+000
-191.50	1.01939e+000
-191.40	9.26120e-001
-191.30	8.23481e-001
-191.20	7.11819e-001
-191.10	5.91607e-001
-191.00	4.63444e-001
-190.90	3.28048e-001
-190.80	1.86250e-001
-190.70	3.89840e-002
-190.60	-1.12724e-001
-190.50	-2.67766e-001
-190.40	-4.24969e-001
-190.30	-5.83109e-001
-190.20	-7.40927e-001
-190.10	-8.97144e-001
-190.00	-1.05048e+000
-189.90	-1.19968e+000
-189.80	-1.34350e+000
-189.70	-1.48076e+000
-189.60	-1.61035e+000
-189.50	-1.73123e+000
-189.40	-1.84247e+000
-189.30	-1.94321e+000
-189.20	-2.03274e+000
-189.10	-2.11047e+000
-189.00	-2.17593e+000
-188.90	-2.22879e+000
-188.80	-2.26886e+000
-188.70	-2.29609e+000
-188.60	-2.31056e+000
-188.50	-2.31249e+000
-188.40	-2.30223e+000
-188.30	-2.28024e+000
-188.20	-2.24710e+000
-188.10	-2.20347e+000
-188.00	-2.15011e+000
-187.90	-2.08785e+000
-187.80	-2.01757e+000
-187.70	-1.94021e+000
-187.60	-1.85670e+000
-187.50	-1.76802e+000
-187.40	-1.67511e+000
-187.30	-1.57892e+000
-187.20	-1.48033e+000
-187.10	-1.38020e+000
-187.00	-1.27931e+000
-186.90	-1.17839e+000
-186.80	-1.07805e+000
-186.70	-9.78840e-001
-186.60	-8.81210e-001
-186.50	-7.85502e-001
-186.40	-6.91961e-001
-186.30	-6.00730e-001
-186.20	-5.11852e-001
-186.10	-4.25274e-001
-186.00	-3.40855e-001
-185.90	-2.58369e-001
-185.80	-1.77520e-001
-185.70	-9.79481e-002
-185.60	-1.92424e-002
-185.50	5.90453e-002
-185.40	1.37388e-001
-185.30	2.16268e-001
-185.20	2.96167e-001
-185.10	3.77545e-001
-185.00	4.60834e-001
-184.90	5.46418e-001
-184.80	6.34626e-001
-184.70	7.25716e-001
-184.60	8.19868e-001
-184.50	9.17174e-001
-184.40	1.01763e+000
-184.30	1.12113e+000
-184.20	1.22747e+000
-184.10	1.33633e+000
-184.00	1.44729e+000
-183.90	1.55983e+000
-183.80	1.67331e+000
-183.70	1.78701e+000
-183.60	1.90013e+000
-183.50	2.01178e+000
-183.40	2.12101e+000
-183.30	2.22680e+000
-183.20	2.32811e+000
-183.10	2.42385e+000
-183.00	2.51294e+000
-182.90	2.59427e+000
-182.80	2.66678e+000
-182.70	2.72942e+000
-182.60	2.78119e+000
-182.50	2.82117e+000
-182.40	2.84848e+000
-182.30	2.86236e+000
-182.20	2.86215e+000
-182.10	2.84726e+000
-182.00	2.81728e+000
-181.90	2.77187e+000
-181.80	2.71086e+000
-181.70	2.63420e+000
-181.60	2.54197e+000
-181.50	2.43442e+000
-181.40	2.31190e+000
-181.30	2.17491e+000
-181.20	2.02409e+000
-181.10	1.86018e+000
-181.00	1.68406e+000
-180.90	1.49670e+000
-180.80	1.29916e+000
-180.70	1.09261e+000
-180.60	8.78257e-001
-180.50	6.57398e-001
-180.40	4.31365e-001
-180.30	2.01524e-001
-180.20	-3.07361e-002
-180.10	-2.64020e-001
-180.00	-4.96937e-001
-179.90	-7.28112e-001
-179.80	-9.56202e-001
-179.70	-1.17990e+000
-179.60	-1.39795e+000
-179.50	-1.60914e+000
-179.40	-1.81236e+000
-179.30	-2.00653e+000
-179.20	-2.19068e+000
-179.10	-2.36389e+000
-179.00	-2.52536e+000
-178.90	-2.67436e+000
-178.80	-2.81025e+000
-178.70	-2.93247e+000
-178.60	-3.04057e+000
-178.50	-3.13416e+000
-178.40	-3.21296e+000
-178.30	-3.27676e+000
-178.20	-3.32543e+000
-178.10	-3.35891e+000
-178.00	-3.37721e+000
-177.90	-3.38042e+000
-177.80	-3.36868e+000
-177.70	-3.34219e+000
-177.60	-3.30122e+000
-177.50	-3.24607e+000
-177.40	-3.17711e+000
-177.30	-3.09474e+000
-177.20	-2.99941e+000
-177.10	-2.89161e+000
-177.00	-2.77187e+000
-176.90	-2.64075e+000
-176.80	-2.49887e+000
-176.70	-2.34685e+000
-176.60	-2.18538e+000
-176.50	-2.01516e+000
-176.40	-1.83693e+000
-176.30	-1.65147e+000
-176.20	-1.45959e+000
-176.10	-1.26213e+000
-176.00	-1.05996e+000
-175.90	-8.53978e-001
-175.80	-6.45117e-001
-175.70	-4.34329e-001
-175.60	-2.22590e-001
-175.50	-1.08947e-002
-175.40	1.99748e-001
-175.30	4.08318e-001
-175.20	6.13793e-001
-175.10	8.15147e-001
-175.00	1.01137e+000
-174.90	1.20145e+000
-174.80	1.38443e+000
-174.70	1.55934e+000
-174.60	1.72528e+000
-174.50	1.88139e+000
-174.40	2.02686e+000
-174.30	2.16094e+000
-174.20	2.28295e+000
-174.10	2.39230e+000
-174.00	2.48847e+000
-173.90	2.57104e+000
-173.80	2.63969e+000
-173.70	2.69418e+000
-173.60	2.73441e+000
-173.50	2.76035e+000
-173.40	2.77211e+000
-173.30	2.76988e+000
-173.20	2.75397e+000
-173.10	2.72481e+000
-173.00	2.68289e+000
-172.90	2.62883e+000
-172.80	2.56333e+000
-172.70	2.48715e+000
-172.60	2.40114e+000
-172.50	2.30621e+000
-172.40	2.20332e+000
-172.30	2.09345e+000
-172.20	1.97763e+000
-172.10	1.85688e+000
-172.00	1.73224e+000
-171.90	1.60474e+000
-171.80	1.47535e+000
-171.70	1.34505e+000
-171.60	1.21475e+000
-171.50	1.08528e+000
-171.40	9.57435e-001
-171.30	8.31917e-001
-171.20	7.09343e-001
-171.10	5.90238e-001
-171.00	4.75033e-001
-170.90	3.64062e-001
-170.80	2.57555e-001
-170.70	1.55647e-001
-170.60	5.83734e-002
-170.50	-3.43225e-002
-170.40	-1.22586e-001
-170.30	-2.06641e-001
-170.20	-2.86788e-001
-170.10	-3.63386e-001
-170.00	-4.36849e-001
-169.90	-5.07628e-001
-169.80	-5.76207e-001
-169.70	-6.43079e-001
-169.60	-7.08743e-001
-169.50	-7.73684e-001
-169.40	-8.38363e-001
-169.30	-9.03204e-001
-169.20	-9.68579e-001
-169.10	-1.03480e+000
-169.00	-1.10211e+000
-168.90	-1.17067e+000
-168.80	-1.24055e+000
-168.70	-1.31173e+000
-168.60	-1.38409e+000
-168.50	-1.45741e+000
-168.40	-1.53136e+000
-168.30	-1.60554e+000
-168.20	-1.67940e+000
-168.10	-1.75236e+000
-168.00	-1.82370e+000
-167.90	-1.89266e+000
-167.80	-1.95839e+000
-167.70	-2.02000e+000
-167.60	-2.07657e+000
-167.50	-2.12711e+000
-167.40	-2.17067e+000
-167.30	-2.20625e+000
-167.20	-2.23292e+000
-167.10	-2.24974e+000
-167.00	-2.25586e+000
-166.90	-2.25047e+000
-166.80	-2.23285e+000
-166.70	-2.20238e+000
-166.60	-2.15854e+000
-166.50	-2.10095e+000
-166.40	-2.02934e+000
-166.30	-1.94359e+000
-166.20	-1.84373e+000
