0.01,-3.40E-10,3.71E+00,3.71E+00,90
0.04,3.86E-11,1.00E+00,1.00E+00,90
0.07,-6.73E-09,6.96E-01,6.96E-01,90
0.1,-1.28E-07,6.43E-01,6.43E-01,90
0.13,-1.10E-06,6.37E-01,6.37E-01,90
0.16,-5.57E-06,6.33E-01,6.33E-01,90.001
0.19,-2.72E-05,6.17E-01,6.17E-01,90.003
0.22,-7.48E-05,6.13E-01,6.13E-01,90.007
0.25,-1.92E-04,6.02E-01,6.02E-01,90.018
0.28,-4.36E-04,5.88E-01,5.88E-01,90.042
0.31,-8.83E-04,5.71E-01,5.71E-01,90.089
0.34,-1.62E-03,5.50E-01,5.50E-01,90.169
0.37,-2.72E-03,5.26E-01,5.26E-01,90.296
0.4,-4.17E-03,4.99E-01,4.99E-01,90.479
0.43,-5.85E-03,4.69E-01,4.69E-01,90.715
0.46,-7.42E-03,4.36E-01,4.36E-01,90.976
0.49,-8.32E-03,4.01E-01,4.01E-01,91.189
0.52,-7.69E-03,3.64E-01,3.64E-01,91.212
0.55,-4.53E-03,3.24E-01,3.24E-01,90.8
0.58,2.15E-03,2.82E-01,2.82E-01,89.564
0.61,1.26E-02,2.36E-01,2.36E-01,86.945
0.64,2.46E-02,1.82E-01,1.83E-01,82.291
0.67,3.09E-02,1.18E-01,1.22E-01,75.361
0.7,2.00E-02,5.24E-02,5.61E-02,69.16
0.73,-1.08E-02,3.37E-03,1.13E-02,162.747
0.76,-4.51E-02,-1.47E-02,4.75E-02,-161.901
0.79,-6.48E-02,-6.83E-03,6.52E-02,-173.985
0.82,-6.32E-02,1.48E-02,6.49E-02,166.851
0.85,-4.07E-02,3.83E-02,5.59E-02,136.748
0.88,-3.92E-03,5.21E-02,5.23E-02,94.298
0.91,3.27E-02,5.15E-02,6.10E-02,57.613
0.94,5.75E-02,4.34E-02,7.20E-02,37.033
0.97,6.91E-02,3.68E-02,7.83E-02,28.053
1,7.12E-02,3.63E-02,7.99E-02,27.048
1.03,6.86E-02,4.26E-02,8.07E-02,31.819
1.06,6.57E-02,5.22E-02,8.40E-02,38.481
1.09,6.33E-02,6.05E-02,8.75E-02,43.715
1.12,5.95E-02,6.49E-02,8.80E-02,47.486
1.15,5.37E-02,6.53E-02,8.46E-02,50.589
1.18,4.60E-02,6.22E-02,7.74E-02,53.512
1.21,3.72E-02,5.62E-02,6.74E-02,56.493
1.24,2.88E-02,4.78E-02,5.59E-02,58.937
1.27,2.03E-02,3.61E-02,4.14E-02,60.609
1.3,1.03E-02,2.56E-02,2.76E-02,68.05
1.33,3.76E-03,1.74E-02,1.78E-02,77.807
1.36,3.18E-04,9.48E-03,9.49E-03,88.079
1.39,-1.63E-03,1.72E-03,2.37E-03,133.464
1.42,-4.89E-03,-5.58E-03,7.42E-03,-131.245
1.45,-1.66E-02,-7.23E-03,1.81E-02,-156.512
1.48,-1.49E-02,1.87E-02,2.39E-02,128.504
0.01,3.09E-09,-4.43E+00,4.43E+00,-90
0.04,1.21E-10,-1.20E+00,1.20E+00,-90
0.07,8.64E-09,-8.27E-01,8.27E-01,-90
0.1,1.53E-07,-7.63E-01,7.63E-01,-90
0.13,1.23E-06,-7.50E-01,7.50E-01,-90
0.16,7.69E-06,-7.46E-01,7.46E-01,-89.999
0.19,2.76E-05,-7.32E-01,7.32E-01,-89.998
0.22,8.29E-05,-7.16E-01,7.16E-01,-89.993
0.25,2.12E-04,-6.97E-01,6.97E-01,-89.983
0.28,4.72E-04,-6.75E-01,6.75E-01,-89.96
0.31,9.38E-04,-6.49E-01,6.49E-01,-89.917
0.34,1.68E-03,-6.20E-01,6.20E-01,-89.844
0.37,2.75E-03,-5.87E-01,5.87E-01,-89.732
0.4,4.09E-03,-5.50E-01,5.50E-01,-89.574
0.43,5.50E-03,-5.11E-01,5.11E-01,-89.383
0.46,6.57E-03,-4.69E-01,4.69E-01,-89.197
0.49,6.57E-03,-4.25E-01,4.25E-01,-89.114
0.52,4.41E-03,-3.79E-01,3.79E-01,-89.334
0.55,-1.41E-03,-3.32E-01,3.32E-01,-90.243
0.58,-1.26E-02,-2.81E-01,2.82E-01,-92.559
0.61,-2.94E-02,-2.22E-01,2.24E-01,-97.552
0.64,-4.35E-02,-1.44E-01,1.50E-01,-106.803
0.67,-2.40E-02,-5.13E-02,5.66E-02,-115.12
0.7,3.63E-02,2.43E-03,3.64E-02,3.832
0.73,7.87E-02,3.22E-03,7.88E-02,2.344
0.76,8.80E-02,-8.99E-03,8.85E-02,-5.829
0.79,7.97E-02,-1.91E-02,8.20E-02,-13.48
0.82,6.37E-02,-2.69E-02,6.91E-02,-22.901
0.85,4.42E-02,-3.36E-02,5.55E-02,-37.216
