    0.010;   0.010;   0.000;-1.231E-05; 8.107E-16; 1.231E-05; 180.000
    0.040;   0.010;   0.030; 1.982E-05; 9.895E-06; 2.216E-05;  26.527
    0.070;   0.010;   0.060;-1.305E-04; 2.546E-05; 1.330E-04; 168.963
    0.100;   0.010;   0.090;-4.693E-04; 6.643E-05; 4.739E-04; 171.943
    0.130;   0.010;   0.120; 4.094E-04; 6.611E-05; 4.147E-04;   9.172
    0.160;   0.010;   0.150; 1.975E-03; 7.514E-04; 2.113E-03;  20.828
    0.190;   0.010;   0.180; 2.197E-03; 5.132E-04; 2.256E-03;  13.147
    0.220;   0.010;   0.210; 2.670E-03;-1.064E-03; 2.874E-03; -21.720
    0.250;   0.010;   0.240; 6.107E-03;-1.600E-03; 6.314E-03; -14.684
    0.280;   0.010;   0.270;-1.248E-02;-7.147E-03; 1.438E-02;-150.207
    0.310;   0.010;   0.300; 2.509E-03; 4.811E-03; 5.426E-03;  62.461
    0.340;   0.010;   0.330; 4.735E-02;-3.414E-03; 4.747E-02;  -4.124
    0.370;   0.010;   0.360; 1.357E-02;-2.197E-03; 1.374E-02;  -9.200
    0.400;   0.010;   0.390;-1.644E-02;-1.656E-02; 2.334E-02;-134.792
    0.430;   0.010;   0.420;-6.339E-03;-1.191E-02; 1.349E-02;-118.023
    0.460;   0.010;   0.450; 2.709E-02; 4.570E-02; 5.313E-02;  59.340
    0.490;   0.010;   0.480; 1.433E-03; 8.961E-03; 9.074E-03;  80.914
    0.520;   0.010;   0.510; 1.913E-02;-1.881E-02; 2.683E-02; -44.523
    0.550;   0.010;   0.540; 2.153E-02; 3.029E-02; 3.716E-02;  54.603
    0.580;   0.010;   0.570; 2.032E-02; 4.688E-02; 5.109E-02;  66.563
    0.610;   0.010;   0.600;-4.901E-04;-3.424E-02; 3.424E-02; -90.820
    0.640;   0.010;   0.630; 1.359E-02; 2.413E-02; 2.769E-02;  60.607
    0.670;   0.010;   0.660; 1.547E-02;-4.949E-02; 5.185E-02; -72.638
    0.700;   0.010;   0.690;-1.116E-02; 3.716E-02; 3.880E-02; 106.722
    0.730;   0.010;   0.720;-6.930E-03; 1.095E-01; 1.097E-01;  93.622
    0.760;   0.010;   0.750;-1.819E-02; 6.685E-02; 6.928E-02; 105.223
    0.790;   0.010;   0.780;-1.246E-02; 5.834E-02; 5.965E-02; 102.061
    0.820;   0.010;   0.810;-2.948E-02; 1.644E-01; 1.670E-01; 100.169
    0.850;   0.010;   0.840; 7.163E-02;-2.809E-01; 2.899E-01; -75.693
    0.880;   0.010;   0.870;-5.557E-02;-6.295E-01; 6.319E-01; -95.045
    0.910;   0.010;   0.900;-4.801E-02;-1.385E-01; 1.466E-01;-109.113
    0.940;   0.010;   0.930;-7.300E-02;-1.413E-02; 7.435E-02;-169.045
    0.970;   0.010;   0.960; 2.379E-01;-3.728E-01; 4.422E-01; -57.451
    1.000;   0.010;   0.990;-4.999E-01; 6.497E-01; 8.197E-01; 127.578
    1.030;   0.010;   1.020; 2.725E-01;-2.759E-02; 2.739E-01;  -5.780
    1.060;   0.010;   1.050; 3.086E-02;-1.686E-01; 1.714E-01; -79.629
    1.090;   0.010;   1.080;-1.343E-01;-4.170E-01; 4.381E-01;-107.852
    1.120;   0.010;   1.110;-3.660E-02;-2.580E-01; 2.606E-01; -98.074
    1.150;   0.010;   1.140;-9.994E-02; 1.246E-01; 1.597E-01; 128.729
    1.180;   0.010;   1.170;-1.049E-01; 2.742E-01; 2.936E-01; 110.931
    1.210;   0.010;   1.200;-2.251E-02; 1.302E-01; 1.322E-01;  99.806
    1.240;   0.010;   1.230;-5.010E-03;-2.692E-01; 2.693E-01; -91.066
    1.270;   0.010;   1.260;-1.116E+00;-9.351E-02; 1.120E+00;-175.211
    1.300;   0.010;   1.290;-1.328E+00; 4.873E-01; 1.415E+00; 159.856
    1.330;   0.010;   1.320;-8.439E-01; 4.152E-01; 9.406E-01; 153.802
    1.360;   0.010;   1.350;-4.590E-01; 6.569E-01; 8.013E-01; 124.943
    1.390;   0.010;   1.380;-1.045E+00; 2.057E+00; 2.308E+00; 116.941
    1.420;   0.010;   1.410;-2.649E+00;-5.165E+00; 5.804E+00;-117.151
    1.450;   0.010;   1.440;-4.003E+00; 3.236E+00; 5.147E+00; 141.051
    1.480;   0.010;   1.470; 3.149E+00; 1.011E+00; 3.307E+00;  17.808
    0.010;   0.040;  -0.030; 1.982E-05;-9.895E-06; 2.216E-05; -26.527
    0.040;   0.040;   0.000;-4.032E-05; 4.686E-15; 4.032E-05; 180.000
    0.070;   0.040;   0.030; 3.793E-05; 7.057E-06; 3.858E-05;  10.539
    0.100;   0.040;   0.060;-4.371E-04; 6.987E-06; 4.371E-04; 179.084
    0.130;   0.040;   0.090; 3.236E-04; 1.379E-04; 3.518E-04;  23.075
    0.160;   0.040;   0.120; 4.706E-04; 2.945E-04; 5.551E-04;  32.043
    0.190;   0.040;   0.150; 6.279E-04; 3.754E-04; 7.316E-04;  30.877
    0.220;   0.040;   0.180;-1.513E-04; 5.518E-04; 5.722E-04; 105.330
    0.250;   0.040;   0.210;-3.191E-03; 6.673E-04; 3.260E-03; 168.188
    0.280;   0.040;   0.240; 2.581E-03;-1.173E-03; 2.835E-03; -24.436
    0.310;   0.040;   0.270; 2.635E-04;-8.007E-04; 8.429E-04; -71.788
    0.340;   0.040;   0.300; 2.175E-04; 2.098E-03; 2.110E-03;  84.081
    0.370;   0.040;   0.330; 2.693E-03; 1.826E-03; 3.254E-03;  34.145
    0.400;   0.040;   0.360;-9.376E-03; 1.258E-02; 1.569E-02; 126.698
    0.430;   0.040;   0.390;-9.811E-03; 2.049E-03; 1.002E-02; 168.201
    0.460;   0.040;   0.420;-2.088E-03;-9.176E-03; 9.411E-03;-102.817
    0.490;   0.040;   0.450; 4.291E-03; 2.562E-02; 2.597E-02;  80.491
    0.520;   0.040;   0.480; 8.492E-03; 1.705E-02; 1.905E-02;  63.523
    0.550;   0.040;   0.510;-7.464E-03; 1.556E-02; 1.725E-02; 115.634
    0.580;   0.040;   0.540; 1.110E-02; 1.681E-02; 2.015E-02;  56.567
    0.610;   0.040;   0.570; 4.263E-04; 6.945E-03; 6.958E-03;  86.487
    0.640;   0.040;   0.600;-6.529E-03; 1.297E-02; 1.452E-02; 116.717
    0.670;   0.040;   0.630;-2.894E-03; 1.351E-02; 1.381E-02; 102.095
    0.700;   0.040;   0.660; 6.225E-03; 9.197E-03; 1.111E-02;  55.908
    0.730;   0.040;   0.690; 1.595E-02; 1.696E-02; 2.329E-02;  46.758
    0.760;   0.040;   0.720;-1.763E-03; 1.278E-02; 1.290E-02;  97.854
    0.790;   0.040;   0.750; 1.710E-02; 3.787E-02; 4.155E-02;  65.705
    0.820;   0.040;   0.780; 2.551E-02;-1.272E-02; 2.850E-02; -26.510
    0.850;   0.040;   0.810;-5.114E-02; 7.127E-02; 8.772E-02; 125.663
    0.880;   0.040;   0.840;-2.713E-03; 7.477E-01; 7.477E-01;  90.208
    0.910;   0.040;   0.870; 1.363E-01; 4.541E-01; 4.741E-01;  73.290
    0.940;   0.040;   0.900; 3.910E-02;-1.523E-02; 4.196E-02; -21.289
    0.970;   0.040;   0.930; 3.191E-01; 1.796E-01; 3.661E-01;  29.380
    1.000;   0.040;   0.960;-1.019E+00;-4.713E-01; 1.122E+00;-155.169
    1.030;   0.040;   0.990; 7.409E-01; 2.292E-01; 7.755E-01;  17.191
    1.060;   0.040;   1.020; 3.366E-01; 2.248E-01; 4.047E-01;  33.733
    1.090;   0.040;   1.050;-1.425E-01;-1.510E-01; 2.077E-01;-133.335
    1.120;   0.040;   1.080;-9.543E-02;-3.364E-01; 3.497E-01;-105.835
    1.150;   0.040;   1.110;-7.307E-02;-3.409E-02; 8.064E-02;-154.988
    1.180;   0.040;   1.140;-8.858E-02; 2.356E-01; 2.517E-01; 110.601
