1,7.04E-03,0.00E+00,0.00E+00,0.00E+00,2.29E-02,0.00E+00
2,0.00E+00,1.54E-02,0.00E+00,1.94E-02,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,1.44E+03,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,9.76E-02,0.00E+00,-1.02E-01,0.00E+00,0.00E+00
5,5.32E-02,0.00E+00,0.00E+00,0.00E+00,1.33E+01,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.31E-01
1,7.16E-01,0.00E+00,0.00E+00,0.00E+00,4.83E+00,0.00E+00
2,0.00E+00,1.51E+00,0.00E+00,-1.78E+00,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,7.67E+03,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,-1.50E+00,0.00E+00,2.47E+01,0.00E+00,0.00E+00
5,4.80E+00,0.00E+00,0.00E+00,0.00E+00,2.78E+01,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.89E-01
1,1.13E+01,0.00E+00,0.00E+00,0.00E+00,7.13E+01,0.00E+00
2,0.00E+00,2.38E+01,0.00E+00,-1.75E+01,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,2.52E+04,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,-1.65E+01,0.00E+00,2.66E+01,0.00E+00,0.00E+00
5,7.08E+01,0.00E+00,0.00E+00,0.00E+00,4.50E+02,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.01E+00
1,1.24E+02,0.00E+00,0.00E+00,0.00E+00,6.95E+02,0.00E+00
2,0.00E+00,2.60E+02,0.00E+00,-6.72E+01,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,7.01E+04,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,-5.64E+01,0.00E+00,1.34E+02,0.00E+00,0.00E+00
5,6.93E+02,0.00E+00,0.00E+00,0.00E+00,3.94E+03,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E+01
1,7.75E+02,0.00E+00,0.00E+00,0.00E+00,3.67E+03,0.00E+00
2,0.00E+00,1.63E+03,0.00E+00,5.96E+02,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,1.36E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,6.79E+02,0.00E+00,4.57E+02,0.00E+00,0.00E+00
5,3.65E+03,0.00E+00,0.00E+00,0.00E+00,1.72E+04,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+02
1,3.27E+03,0.00E+00,0.00E+00,0.00E+00,1.19E+04,0.00E+00
2,0.00E+00,6.84E+03,0.00E+00,7.97E+03,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,2.10E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,8.31E+03,0.00E+00,1.02E+04,0.00E+00,0.00E+00
5,1.18E+04,0.00E+00,0.00E+00,0.00E+00,4.26E+04,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+03
1,1.07E+04,0.00E+00,0.00E+00,0.00E+00,2.47E+04,0.00E+00
2,0.00E+00,2.23E+04,0.00E+00,4.74E+04,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,2.74E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,4.85E+04,0.00E+00,1.03E+05,0.00E+00,0.00E+00
5,2.44E+04,0.00E+00,0.00E+00,0.00E+00,5.68E+04,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.67E+03
1,2.92E+04,0.00E+00,0.00E+00,0.00E+00,2.31E+04,0.00E+00
2,0.00E+00,6.06E+04,0.00E+00,1.97E+05,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,3.06E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,2.00E+05,0.00E+00,6.49E+05,0.00E+00,0.00E+00
5,2.24E+04,0.00E+00,0.00E+00,0.00E+00,1.71E+04,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.17E+04
1,6.93E+04,0.00E+00,0.00E+00,0.00E+00,-6.28E+04,0.00E+00
2,0.00E+00,1.43E+05,0.00E+00,6.51E+05,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,2.89E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,6.57E+05,0.00E+00,2.98E+06,0.00E+00,0.00E+00
5,-6.50E+04,0.00E+00,0.00E+00,0.00E+00,5.90E+04,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.22E+05
1,1.48E+05,0.00E+00,0.00E+00,0.00E+00,-4.11E+05,0.00E+00
2,0.00E+00,3.04E+05,0.00E+00,1.82E+06,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,2.18E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,1.84E+06,0.00E+00,1.10E+07,0.00E+00,0.00E+00
5,-4.16E+05,0.00E+00,0.00E+00,0.00E+00,1.16E+06,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.96E+05
1,2.87E+05,0.00E+00,0.00E+00,0.00E+00,-1.38E+06,0.00E+00
2,0.00E+00,5.90E+05,0.00E+00,4.50E+06,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,1.10E+05,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,4.53E+06,0.00E+00,3.46E+07,0.00E+00,0.00E+00
5,-1.40E+06,0.00E+00,0.00E+00,0.00E+00,6.73E+06,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.12E+06
1,5.16E+05,0.00E+00,0.00E+00,0.00E+00,-3.62E+06,0.00E+00
2,0.00E+00,1.06E+06,0.00E+00,1.00E+07,0.00E+00,0.00E+00
3,0.00E+00,0.00E+00,1.48E+04,0.00E+00,0.00E+00,0.00E+00
4,0.00E+00,1.01E+07,0.00E+00,9.53E+07,0.00E+00,0.00E+00
5,-3.64E+06,0.00E+00,0.00E+00,0.00E+00,2.56E+07,0.00E+00
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.83E+06
1,8.62E+05,0.00E+00,0.00E+00,0.00E+00,-8.08E+06,0.00E+00
2,0.00E+00,1.76E+06,0.00E+00,2.03E+07,0.00E+00,0.00E+00
